rank,ticker,측정일,목표주가(원),현재가격(원),Upside(%),β_raw,β_Blume,주주요구수익률 Re(%),부채요구수익률 Rd(%),WACC(%),g_term(%),Moat,NWC정의
437,A079430,2026-06-01,7897.0,6560.0,20.4,0.751,0.833,10.01,1.39,10.01,4.0,No moat,legacy_proxy
438,A092460,2026-06-01,25648.0,21400.0,19.9,0.764,0.842,10.07,2.45,10.07,4.0,No moat,legacy_proxy
439,A214150,2026-06-01,55041.0,46050.0,19.5,0.802,0.867,10.25,0.74,10.25,4.0,Wide moat,legacy_proxy
440,A234340,2026-06-01,31747.0,26600.0,19.3,0.967,0.978,11.02,1.59,11.02,4.0,No moat,legacy_proxy
441,A005030,2026-06-01,576.0,486.0,18.6,0.43,0.618,8.5,1.26,8.5,4.0,No moat,legacy_proxy
442,A009320,2026-06-01,1137.0,962.0,18.2,0.799,0.866,10.23,1.85,10.23,4.0,No moat,legacy_proxy
443,A161890,2026-06-01,102163.0,86600.0,18.0,0.677,0.783,9.66,0.98,9.66,4.0,No moat,legacy_proxy
444,A010640,2026-06-01,2254.0,1934.0,16.6,0.689,0.792,9.72,0.65,9.72,4.0,No moat,legacy_proxy
445,A108320,2026-06-01,62782.0,54000.0,16.3,0.987,0.991,11.11,1.72,11.11,4.0,No moat,legacy_proxy
446,A079810,2026-06-01,5349.0,4605.0,16.2,1.109,1.073,11.69,2.27,11.69,4.0,No moat,legacy_proxy
447,A104460,2026-06-01,11796.0,10160.0,16.1,0.699,0.798,9.76,0.74,9.76,0.0,No moat,legacy_proxy
448,A183190,2026-06-01,11328.0,9900.0,14.4,0.718,0.811,9.85,1.05,9.85,4.0,No moat,legacy_proxy
449,A004370,2026-06-01,443391.0,388000.0,14.3,0.291,0.525,7.85,1.06,7.85,4.0,No moat,legacy_proxy
450,A294570,2026-06-01,27059.0,23850.0,13.5,0.82,0.879,10.33,1.11,10.33,4.0,Wide moat,legacy_proxy
451,A071280,2026-06-01,9548.0,8430.0,13.3,1.166,1.111,11.95,0.42,11.95,4.0,No moat,legacy_proxy
452,A002840,2026-06-01,135343.0,119900.0,12.9,0.25,0.497,7.65,0.65,7.65,4.0,No moat,legacy_proxy
453,A027410,2026-06-01,5123.0,4565.0,12.2,0.652,0.767,9.54,6.57,9.54,4.0,No moat,legacy_proxy
454,A049430,2026-06-01,20944.0,18740.0,11.8,0.545,0.695,9.04,1.69,9.04,4.0,No moat,legacy_proxy
455,A009540,2026-06-01,463321.0,415000.0,11.6,1.036,1.024,11.34,0.8,11.34,4.0,No moat,legacy_proxy
456,A025560,2026-06-01,42953.0,38700.0,11.0,0.452,0.633,8.61,2.24,8.61,4.0,No moat,legacy_proxy
457,A060250,2026-06-01,19287.0,17400.0,10.8,0.92,0.947,10.8,0.58,10.8,4.0,Some moat,legacy_proxy
458,A201490,2026-06-01,2774.0,2530.0,9.7,0.94,0.96,10.89,14.56,10.89,4.0,No moat,legacy_proxy
459,A001470,2026-06-01,378.0,347.0,9.1,0.672,0.78,9.64,1.44,9.64,4.0,No moat,legacy_proxy
460,A080160,2026-06-01,10634.0,9750.0,9.1,0.782,0.854,10.15,1.43,10.15,4.0,No moat,legacy_proxy
461,A047400,2026-06-01,1483.0,1369.0,8.3,0.607,0.737,9.33,0.89,9.33,4.0,No moat,legacy_proxy
462,A047310,2026-06-01,5211.0,4825.0,8.0,1.134,1.09,11.8,1.03,11.8,4.0,No moat,legacy_proxy
463,A091700,2026-06-01,7490.0,7000.0,7.0,0.772,0.847,10.1,1.18,10.1,4.0,No moat,legacy_proxy
464,A071200,2026-06-01,8180.0,7720.0,6.0,0.806,0.87,10.26,1.44,10.26,4.0,No moat,legacy_proxy
465,A003850,2026-06-01,9659.0,9130.0,5.8,0.747,0.831,9.99,0.94,9.99,4.0,No moat,legacy_proxy
466,A035900,2026-06-01,61056.0,57800.0,5.6,0.782,0.854,10.15,1.09,10.15,4.0,Wide moat,legacy_proxy
467,A003230,2026-06-01,1261652.0,1211000.0,4.2,0.568,0.71,9.15,1.93,9.15,4.0,Wide moat,legacy_proxy
468,A025000,2026-06-01,52760.0,50700.0,4.1,0.325,0.548,8.01,0.88,8.01,4.0,No moat,legacy_proxy
469,A014970,2026-06-01,5983.0,5780.0,3.5,0.744,0.829,9.97,0.95,9.97,4.0,No moat,legacy_proxy
470,A034230,2026-06-01,14145.0,13920.0,1.6,0.826,0.883,10.36,1.21,10.36,4.0,No moat,legacy_proxy
471,A028050,2026-06-01,50993.0,50800.0,0.4,0.905,0.937,10.73,1.03,10.73,4.0,Wide moat,legacy_proxy
472,A051370,2026-06-01,11005.0,10970.0,0.3,1.141,1.094,11.83,0.84,11.83,4.0,No moat,legacy_proxy
473,A009140,2026-06-01,25872.0,26200.0,-1.3,0.347,0.562,8.11,5.93,8.11,4.0,No moat,legacy_proxy
474,A012860,2026-06-01,3817.0,3895.0,-2.0,1.077,1.051,11.53,1.32,11.53,4.0,No moat,legacy_proxy
475,A035000,2026-06-01,7063.0,7230.0,-2.3,0.399,0.597,8.35,1.9,8.35,4.0,Some moat,legacy_proxy
476,A008970,2026-06-01,1451.0,1495.0,-2.9,0.882,0.921,10.62,1.08,10.62,4.0,No moat,legacy_proxy
477,A213420,2026-06-01,38784.0,40050.0,-3.2,1.016,1.01,11.25,0.91,11.25,4.0,No moat,legacy_proxy
478,A097230,2026-06-01,20079.0,20750.0,-3.2,0.822,0.881,10.34,1.32,10.34,4.0,No moat,legacy_proxy
479,A014710,2026-06-01,6917.0,7170.0,-3.5,0.692,0.794,9.73,0.96,9.73,4.0,No moat,legacy_proxy
480,A001460,2026-06-01,38489.0,39900.0,-3.5,0.383,0.586,8.28,0.96,8.28,4.0,No moat,legacy_proxy
481,A067900,2026-06-01,6348.0,6590.0,-3.7,0.697,0.797,9.75,0.55,9.75,4.0,No moat,legacy_proxy
482,A206640,2026-06-01,10367.0,10830.0,-4.3,0.706,0.803,9.79,0.99,9.79,4.0,No moat,legacy_proxy
483,A120030,2026-06-01,87159.0,91500.0,-4.7,0.562,0.706,9.12,0.9,9.12,4.0,Some moat,legacy_proxy
484,A011210,2026-06-01,84050.0,88300.0,-4.8,1.16,1.107,11.92,0.77,11.92,4.0,No moat,legacy_proxy
485,A035250,2026-06-01,14306.0,15070.0,-5.1,0.517,0.676,8.91,7.9,8.91,4.0,No moat,legacy_proxy
486,A094820,2026-06-01,13847.0,14620.0,-5.3,0.868,0.911,10.55,1.51,10.55,4.0,No moat,legacy_proxy
487,A010040,2026-06-01,1564.0,1654.0,-5.5,0.699,0.798,9.76,0.87,9.76,4.0,No moat,legacy_proxy
488,A045970,2026-06-01,4145.0,4385.0,-5.5,1.081,1.054,11.55,1.62,11.55,0.0,No moat,legacy_proxy
489,A053610,2026-06-01,83071.0,88200.0,-5.8,1.041,1.027,11.36,0.5,11.36,4.0,Some moat,legacy_proxy
490,A000270,2026-06-01,154110.0,164300.0,-6.2,0.919,0.945,10.79,0.69,10.79,4.0,Some moat,legacy_proxy
491,A053690,2026-06-01,19758.0,21150.0,-6.6,0.926,0.95,10.83,1.3,10.83,4.0,No moat,legacy_proxy
492,A011150,2026-06-01,2097.0,2245.0,-6.6,0.567,0.71,9.14,1.0,9.14,4.0,No moat,legacy_proxy
493,A002170,2026-06-01,49386.0,53000.0,-6.8,0.403,0.6,8.38,0.48,8.38,4.0,No moat,legacy_proxy
494,A014990,2026-06-01,499.0,536.0,-7.0,0.817,0.878,10.32,1.49,10.32,4.0,No moat,legacy_proxy
495,A016800,2026-06-01,27755.0,29850.0,-7.0,0.167,0.442,7.27,3.32,7.27,4.0,No moat,legacy_proxy
496,A001230,2026-06-01,10507.0,11400.0,-7.8,1.067,1.045,11.49,0.94,11.49,4.0,No moat,legacy_proxy
497,A039200,2026-06-01,38241.0,41900.0,-8.7,0.856,0.903,10.5,1.34,10.5,4.0,No moat,legacy_proxy
498,A025540,2026-06-01,72884.0,79900.0,-8.8,0.718,0.811,9.85,0.89,9.85,4.0,No moat,legacy_proxy
499,A145020,2026-06-01,230352.0,254000.0,-9.3,0.762,0.841,10.06,1.01,10.06,4.0,Wide moat,legacy_proxy
500,A018310,2026-06-01,19012.0,21150.0,-10.1,0.75,0.833,10.0,1.55,10.0,0.53,No moat,legacy_proxy
501,A011420,2026-06-01,1429.0,1594.0,-10.3,0.983,0.988,11.09,2.58,11.09,4.0,No moat,legacy_proxy
502,A145720,2026-06-01,42322.0,47400.0,-10.7,0.816,0.877,10.31,0.75,10.31,4.0,No moat,legacy_proxy
503,A190510,2026-06-01,15816.0,17740.0,-10.8,1.189,1.127,12.06,1.32,12.06,4.0,Wide moat,legacy_proxy
504,A041830,2026-06-01,41651.0,46800.0,-11.0,0.688,0.791,9.71,2.71,9.71,4.0,Narrow moat,legacy_proxy
505,A035890,2026-06-01,2373.0,2675.0,-11.3,0.69,0.792,9.72,0.83,9.72,4.0,No moat,legacy_proxy
506,A095660,2026-06-01,17570.0,19810.0,-11.3,0.723,0.814,9.87,4.19,9.87,4.0,Some moat,legacy_proxy
507,A158430,2026-06-01,5826.0,6610.0,-11.9,1.041,1.027,11.37,2.3,11.37,4.0,No moat,legacy_proxy
508,A128940,2026-06-01,426286.0,485500.0,-12.2,0.759,0.838,10.04,0.89,10.04,4.0,Some moat,legacy_proxy
509,A126560,2026-06-01,2606.0,2975.0,-12.4,0.447,0.63,8.58,1.2,8.58,4.0,No moat,legacy_proxy
510,A051600,2026-06-01,44918.0,51300.0,-12.4,0.581,0.719,9.21,4.15,9.21,4.0,Some moat,legacy_proxy
511,A000910,2026-06-01,3160.0,3610.0,-12.5,0.538,0.69,9.01,0.87,9.01,4.0,No moat,legacy_proxy
512,A102710,2026-06-01,40141.0,46150.0,-13.0,1.29,1.195,12.54,0.79,12.54,4.0,No moat,legacy_proxy
513,A019010,2026-06-01,4640.0,5340.0,-13.1,0.706,0.803,9.8,1.01,9.8,4.0,No moat,legacy_proxy
514,A114810,2026-06-01,12328.0,14290.0,-13.7,1.141,1.095,11.84,0.59,11.84,4.0,No moat,legacy_proxy
515,A206650,2026-06-01,8769.0,10170.0,-13.8,0.763,0.841,10.06,1.14,10.06,4.0,No moat,legacy_proxy
516,A032940,2026-06-01,6727.0,7900.0,-14.8,1.161,1.108,11.93,0.87,11.93,4.0,No moat,legacy_proxy
517,A013000,2026-06-01,1183.0,1393.0,-15.1,0.625,0.749,9.42,6.19,9.42,4.0,No moat,legacy_proxy
518,A004000,2026-06-01,44559.0,52600.0,-15.3,0.817,0.877,10.31,1.03,10.31,4.0,No moat,legacy_proxy
519,A075580,2026-06-01,13085.0,15490.0,-15.5,0.983,0.989,11.1,0.85,11.1,4.0,No moat,legacy_proxy
520,A003200,2026-06-01,8765.0,10380.0,-15.6,0.494,0.661,8.8,0.57,8.8,4.0,No moat,legacy_proxy
521,A241560,2026-06-01,56356.0,66800.0,-15.6,0.922,0.948,10.81,1.19,10.81,4.0,No moat,legacy_proxy
522,A000390,2026-06-01,6036.0,7200.0,-16.2,0.713,0.808,9.83,1.01,9.83,4.0,No moat,legacy_proxy
523,A094480,2026-06-01,5404.0,6450.0,-16.2,1.085,1.057,11.57,1.26,11.57,4.0,No moat,legacy_proxy
524,A114840,2026-06-01,8370.0,10050.0,-16.7,0.662,0.774,9.59,1.03,9.59,4.0,Narrow moat,legacy_proxy
525,A101930,2026-06-01,8763.0,10550.0,-16.9,0.771,0.846,10.1,0.84,10.1,4.0,No moat,legacy_proxy
526,A033160,2026-06-01,24554.0,29650.0,-17.2,1.159,1.106,11.92,1.15,11.92,4.0,No moat,legacy_proxy
527,A014820,2026-06-01,18494.0,22450.0,-17.6,0.834,0.889,10.4,0.99,10.4,4.0,No moat,legacy_proxy
528,A051900,2026-06-01,203156.0,248000.0,-18.1,0.635,0.756,9.46,0.8,9.46,4.0,No moat,legacy_proxy
529,A001770,2026-06-01,12297.0,15030.0,-18.2,0.412,0.606,8.42,0.8,8.42,4.0,No moat,legacy_proxy
530,A003620,2026-06-01,2799.0,3425.0,-18.3,0.626,0.749,9.42,0.96,9.42,4.0,No moat,legacy_proxy
531,A000040,2026-06-01,286.0,350.0,-18.4,0.544,0.695,9.04,3.64,9.04,0.0,No moat,legacy_proxy
532,A004720,2026-06-01,2803.0,3450.0,-18.7,0.581,0.719,9.21,9.34,9.21,4.0,No moat,legacy_proxy
533,A110990,2026-06-01,18342.0,22700.0,-19.2,1.114,1.076,11.71,18.61,11.71,4.0,Some moat,legacy_proxy
534,A031430,2026-06-01,11161.0,13850.0,-19.4,0.691,0.793,9.73,0.67,9.73,4.0,No moat,legacy_proxy
535,A069460,2026-06-01,2135.0,2660.0,-19.7,0.66,0.772,9.58,1.34,9.58,4.0,No moat,legacy_proxy
536,A082920,2026-06-01,42134.0,52800.0,-20.2,0.722,0.814,9.87,3.68,9.87,4.0,Wide moat,legacy_proxy
537,A083650,2026-06-01,58238.0,73900.0,-21.2,1.001,1.001,11.18,1.21,11.18,4.0,No moat,legacy_proxy
538,A009190,2026-06-01,1579.0,2010.0,-21.4,0.647,0.763,9.52,2.3,9.52,4.0,No moat,legacy_proxy
539,A010950,2026-06-01,83573.0,107000.0,-21.9,0.605,0.735,9.32,1.14,9.32,4.0,No moat,legacy_proxy
540,A017370,2026-06-01,3758.0,4830.0,-22.2,0.768,0.844,10.09,1.09,10.09,4.0,No moat,legacy_proxy
541,A003720,2026-06-01,7927.0,10190.0,-22.2,0.896,0.931,10.69,0.64,10.69,4.0,No moat,legacy_proxy
542,A106190,2026-06-01,11005.0,14360.0,-23.4,0.599,0.731,9.29,0.84,9.29,4.0,No moat,legacy_proxy
543,A017800,2026-06-01,61609.0,80400.0,-23.4,0.808,0.871,10.27,1.49,10.27,4.0,No moat,legacy_proxy
544,A214430,2026-06-01,64726.0,84500.0,-23.4,0.832,0.888,10.39,0.24,10.39,4.0,No moat,legacy_proxy
545,A099750,2026-06-01,5720.0,7470.0,-23.4,0.63,0.752,9.44,1.17,9.44,4.0,No moat,legacy_proxy
546,A024090,2026-06-01,8653.0,11330.0,-23.6,0.311,0.538,7.94,3.16,7.94,4.0,No moat,legacy_proxy
547,A017960,2026-06-01,26350.0,34550.0,-23.7,0.809,0.872,10.28,0.74,10.28,4.0,No moat,legacy_proxy
548,A001430,2026-06-01,41765.0,55500.0,-24.7,0.917,0.944,10.78,0.83,10.78,4.0,No moat,legacy_proxy
549,A000850,2026-06-01,26174.0,35050.0,-25.3,0.506,0.669,8.85,0.66,8.85,4.0,No moat,legacy_proxy
550,A065530,2026-06-01,1246.0,1670.0,-25.4,0.892,0.927,10.67,1.06,10.67,4.0,No moat,legacy_proxy
551,A264660,2026-06-01,12628.0,16980.0,-25.6,1.001,1.001,11.18,0.92,11.18,4.0,No moat,legacy_proxy
552,A195940,2026-06-01,33542.0,45200.0,-25.8,0.636,0.756,9.47,3.22,9.47,4.0,No moat,legacy_proxy
553,A230360,2026-06-01,11828.0,16000.0,-26.1,0.72,0.812,9.86,2.87,9.86,4.0,Narrow moat,legacy_proxy
554,A030520,2026-06-01,14108.0,19300.0,-26.9,0.906,0.937,10.74,2.4,10.74,4.0,No moat,legacy_proxy
555,A025860,2026-06-01,5246.0,7210.0,-27.2,0.547,0.697,9.05,0.49,9.05,4.0,No moat,legacy_proxy
556,A134790,2026-06-01,13922.0,19160.0,-27.3,0.46,0.638,8.64,6.7,8.64,4.0,No moat,legacy_proxy
557,A210980,2026-06-01,8781.0,12120.0,-27.6,0.543,0.694,9.03,0.7,9.03,4.0,No moat,legacy_proxy
558,A002700,2026-06-01,901.0,1246.0,-27.7,0.517,0.677,8.91,1.21,8.91,4.0,No moat,legacy_proxy
559,A259630,2026-06-01,11023.0,15290.0,-27.9,1.071,1.048,11.51,1.62,11.51,4.0,Some moat,legacy_proxy
560,A037270,2026-06-01,2822.0,3935.0,-28.3,0.818,0.878,10.32,2.48,10.32,4.0,No moat,legacy_proxy
561,A001550,2026-06-01,8336.0,11700.0,-28.8,0.616,0.743,9.37,0.98,9.37,4.0,No moat,legacy_proxy
562,A003800,2026-06-01,22587.0,31950.0,-29.3,0.351,0.565,8.13,10.92,8.13,4.0,No moat,legacy_proxy
563,A002380,2026-06-01,387897.0,550000.0,-29.5,1.082,1.055,11.56,0.74,11.56,4.0,No moat,legacy_proxy
564,A003240,2026-06-01,699556.0,993000.0,-29.6,0.794,0.862,10.21,1.74,10.21,0.0,No moat,legacy_proxy
565,A002230,2026-06-01,5106.0,7290.0,-30.0,0.667,0.777,9.61,0.66,9.61,4.0,No moat,legacy_proxy
566,A036560,2026-06-01,9009.0,12870.0,-30.0,0.573,0.714,9.17,1.07,9.17,4.0,No moat,legacy_proxy
567,A058430,2026-06-01,4223.0,6040.0,-30.1,0.896,0.931,10.69,0.82,10.69,4.0,No moat,legacy_proxy
568,A067830,2026-06-01,1800.0,2585.0,-30.4,0.553,0.701,9.08,0.85,9.08,4.0,No moat,legacy_proxy
569,A263860,2026-06-01,11106.0,15980.0,-30.5,0.847,0.897,10.45,1.26,10.45,4.0,Wide moat,legacy_proxy
570,A092130,2026-06-01,9865.0,14200.0,-30.5,0.239,0.49,7.61,2.17,7.61,4.0,Narrow moat,legacy_proxy
571,A178920,2026-06-01,17376.0,25350.0,-31.5,1.043,1.028,11.37,0.56,11.37,4.0,No moat,legacy_proxy
572,A238090,2026-06-01,2033.0,3000.0,-32.2,0.417,0.61,8.44,2.47,8.44,4.0,No moat,legacy_proxy
573,A130660,2026-06-01,9689.0,14320.0,-32.3,0.876,0.917,10.59,1.04,10.59,4.0,No moat,legacy_proxy
574,A114090,2026-06-01,7174.0,10620.0,-32.5,0.605,0.736,9.32,1.05,9.32,4.0,Narrow moat,legacy_proxy
575,A185750,2026-06-01,52019.0,79300.0,-34.4,0.685,0.789,9.69,0.76,9.69,4.0,No moat,legacy_proxy
576,A004440,2026-06-01,3578.0,5460.0,-34.5,0.664,0.775,9.6,1.09,9.6,4.0,No moat,legacy_proxy
577,A017890,2026-06-01,8018.0,12270.0,-34.7,0.651,0.766,9.54,0.9,9.54,4.0,No moat,legacy_proxy
578,A001740,2026-06-01,7803.0,11980.0,-34.9,0.767,0.844,10.08,0.85,10.08,4.0,No moat,legacy_proxy
579,A019490,2026-06-01,349.0,541.0,-35.6,0.223,0.48,7.53,1.0,7.53,0.0,No moat,legacy_proxy
580,A009410,2026-06-01,1098.0,1706.0,-35.6,0.734,0.822,9.93,1.38,9.93,4.0,No moat,legacy_proxy
581,A011200,2026-06-01,12504.0,19610.0,-36.2,0.814,0.876,10.3,2.13,10.3,4.0,No moat,legacy_proxy
582,A016590,2026-06-01,6409.0,10100.0,-36.5,0.492,0.66,8.79,0.95,8.79,4.0,No moat,legacy_proxy
583,A149950,2026-06-01,9860.0,15680.0,-37.1,0.733,0.821,9.92,4.5,9.92,4.0,No moat,legacy_proxy
584,A024890,2026-06-01,2245.0,3570.0,-37.1,0.747,0.831,9.99,1.34,9.99,4.0,No moat,legacy_proxy
585,A104830,2026-06-01,27654.0,44050.0,-37.2,1.068,1.046,11.49,0.55,11.49,4.0,No moat,legacy_proxy
586,A009470,2026-06-01,25362.0,40450.0,-37.3,1.436,1.292,13.22,1.04,13.22,4.0,No moat,legacy_proxy
587,A012510,2026-06-01,73613.0,120000.0,-38.7,0.657,0.77,9.57,1.19,9.57,4.0,Some moat,legacy_proxy
588,A119610,2026-06-01,12677.0,20700.0,-38.8,0.47,0.645,8.69,1.56,8.69,4.0,Some moat,legacy_proxy
589,A033640,2026-06-01,21519.0,35300.0,-39.0,1.245,1.164,12.32,1.04,12.32,4.0,No moat,legacy_proxy
590,A080220,2026-06-01,66299.0,109700.0,-39.6,1.447,1.299,13.27,3.37,13.27,4.0,Some moat,legacy_proxy
591,A098120,2026-06-01,19918.0,33350.0,-40.3,1.389,1.261,13.0,0.65,13.0,4.0,Narrow moat,legacy_proxy
592,A014620,2026-06-01,19300.0,32550.0,-40.7,0.868,0.911,10.55,0.72,10.55,4.0,No moat,legacy_proxy
593,A056090,2026-06-01,870.0,1479.0,-41.2,0.688,0.791,9.71,2.17,9.71,4.0,No moat,legacy_proxy
594,A017180,2026-06-01,871.0,1495.0,-41.7,0.687,0.791,9.71,1.29,9.71,4.0,No moat,legacy_proxy
595,A100090,2026-06-01,10043.0,17250.0,-41.8,0.858,0.905,10.51,2.21,10.51,4.0,No moat,legacy_proxy
596,A004800,2026-06-01,117381.0,202000.0,-41.9,0.974,0.983,11.05,0.67,11.05,4.0,No moat,legacy_proxy
597,A004560,2026-06-01,8609.0,15080.0,-42.9,0.966,0.977,11.01,2.67,11.01,4.0,No moat,legacy_proxy
598,A002220,2026-06-01,2898.0,5090.0,-43.1,0.621,0.746,9.4,1.0,9.4,4.0,No moat,legacy_proxy
599,A010130,2026-06-01,762875.0,1365000.0,-44.1,0.794,0.862,10.21,0.59,10.21,4.0,No moat,legacy_proxy
600,A067000,2026-06-01,831.0,1500.0,-44.6,0.955,0.97,10.96,1.02,10.96,4.0,No moat,legacy_proxy
